photo,correct_classification,classical_2,score
WIN_20220701_16_56_42_Pro_jpg.rf.muCq9LiDOZSmJd5C2wDc.jpg [aug#2],2,0,0.0
WIN_20220701_16_56_49_Pro_jpg.rf.8gwrUq5EAN7OQ54EMRop.jpg [aug#1],2,3,0.0
WIN_20220701_16_57_05_Pro_jpg.rf.T38LdUukPOu6THv98KXe.jpg [aug#1],2,3,0.0
WIN_20220701_16_57_05_Pro_jpg.rf.T38LdUukPOu6THv98KXe.jpg [aug#2],2,1,0.0
WIN_20220701_16_57_14_Pro_jpg.rf.k1ziMQ0K69KnRmQSYbNX.jpg [aug#1],2,3,0.0
WIN_20220701_16_57_14_Pro_jpg.rf.k1ziMQ0K69KnRmQSYbNX.jpg [aug#2],2,0,0.0
WIN_20220701_16_57_19_Pro_jpg.rf.qYnfr8koay2a7tmW3cLK.jpg [aug#1],2,3,0.0
WIN_20220701_16_57_48_Pro_jpg.rf.kWmjE75wShGL4CKtGH4n.jpg [aug#1],2,3,0.0
WIN_20220701_17_02_25_Pro_jpg.rf.EXjItsAvQGtGOU9W0ko3.jpg [aug#1],2,0,0.0
WIN_20220701_17_02_30_Pro_jpg.rf.CXgZ8upfIUjfAmKsa0pZ.jpg [aug#1],2,3,0.0
WIN_20220701_17_02_36_Pro_jpg.rf.yD75v3xYdAx0QXjFqh2w.jpg [aug#1],2,0,0.0
WIN_20220701_17_06_31_Pro_jpg.rf.LDeeLOEnNMUHgvBlPrFM.jpg [aug#1],2,0,0.0
WIN_20220701_17_06_31_Pro_jpg.rf.LDeeLOEnNMUHgvBlPrFM.jpg [aug#2],2,3,0.0
WIN_20220701_17_06_37_Pro_jpg.rf.ZurL4cZUICNJPQewniqr.jpg [aug#1],2,3,0.0
WIN_20220701_17_06_37_Pro_jpg.rf.ZurL4cZUICNJPQewniqr.jpg [aug#2],2,0,0.0
WIN_20220701_17_06_41_Pro_jpg.rf.iD6DALDYEYV55A1UgSJi.jpg [aug#2],2,3,0.0
WIN_20220701_17_07_01_Pro_jpg.rf.swcg6zQoAj31597sShh5.jpg [aug#2],2,0,0.0
WIN_20220701_17_07_06_Pro_jpg.rf.0uBE7K8m2XIE2OGVFXSv.jpg [aug#1],2,0,0.0
WIN_20220701_17_07_06_Pro_jpg.rf.0uBE7K8m2XIE2OGVFXSv.jpg [aug#2],2,0,0.0
WIN_20220701_17_07_13_Pro_jpg.rf.fsuCHeEpua67G5MWuq3M.jpg [aug#1],2,0,0.0
WIN_20220701_17_07_13_Pro_jpg.rf.fsuCHeEpua67G5MWuq3M.jpg [aug#2],2,0,0.0
WIN_20220701_17_07_51_Pro_jpg.rf.1TkgbfdqfUMIHNY7Aaqr.jpg [aug#2],2,3,0.0
WIN_20220701_17_07_59_Pro_jpg.rf.cSZpjKdTIyw2wH4QUt4P.jpg [aug#1],2,0,0.0
WIN_20220701_17_07_59_Pro_jpg.rf.cSZpjKdTIyw2wH4QUt4P.jpg [aug#2],2,3,0.0
WIN_20220701_17_08_22_Pro_jpg.rf.LTgSun7SKX037qHAocY3.jpg [aug#2],2,3,0.0
WIN_20220701_17_08_31_Pro_jpg.rf.Pk4PMK4P0wihk5PkdBLP.jpg [aug#1],2,0,0.0
WIN_20220701_17_09_46_Pro_jpg.rf.RwkAFFobxw2W5FWBSzMs.jpg [aug#1],2,0,0.0
WIN_20220701_17_09_46_Pro_jpg.rf.RwkAFFobxw2W5FWBSzMs.jpg [aug#2],2,0,0.0
WIN_20220701_17_09_51_Pro_jpg.rf.KAYKThIiqeRYqHG0T3MW.jpg [aug#1],2,1,0.0
WIN_20220701_17_09_51_Pro_jpg.rf.KAYKThIiqeRYqHG0T3MW.jpg [aug#2],2,4,0.0
WIN_20220701_17_09_56_Pro_jpg.rf.VvLo8YMaOnuS4oy2Knga.jpg [aug#1],2,3,0.0
WIN_20220701_17_12_03_Pro_jpg.rf.yQx0YihIxmFNXB9bp0K3.jpg [aug#1],2,3,0.0
WIN_20220701_17_12_07_Pro_jpg.rf.Jlphc0qdvwJDi58mjxBN.jpg [aug#1],2,0,0.0
WIN_20220701_17_12_07_Pro_jpg.rf.Jlphc0qdvwJDi58mjxBN.jpg [aug#2],2,0,0.0
WIN_20220701_17_12_24_Pro_jpg.rf.Vkmy03F1x0BmpTd9NAbN.jpg [aug#1],2,0,0.0
WIN_20220701_17_12_24_Pro_jpg.rf.Vkmy03F1x0BmpTd9NAbN.jpg [aug#2],2,0,0.0
WIN_20220701_17_12_29_Pro_jpg.rf.sFeY4BPUK4zP8Mq7vzP9.jpg [aug#1],2,0,0.0
WIN_20220701_17_12_35_Pro_jpg.rf.da6M8sd52ifNRofquc73.jpg [aug#2],2,3,0.0
WIN_20220701_17_12_54_Pro_jpg.rf.FQ4PEqfyM9OIh0lhfbIj.jpg [aug#1],2,3,0.0
WIN_20220701_17_13_17_Pro_jpg.rf.FSRox76eh0nfCBIqt76H.jpg [aug#1],2,3,0.0
WIN_20220701_17_13_17_Pro_jpg.rf.FSRox76eh0nfCBIqt76H.jpg [aug#2],2,0,0.0
WIN_20220701_17_13_22_Pro_jpg.rf.KsnJmGOnrB2IGL26Afeu.jpg [aug#1],2,0,0.0
WIN_20220701_17_13_22_Pro_jpg.rf.KsnJmGOnrB2IGL26Afeu.jpg [aug#2],2,0,0.0
WIN_20220701_17_13_31_Pro_jpg.rf.oYtsp6PyGvnS2KY5A10p.jpg [aug#1],2,0,0.0
WIN_20220701_17_13_44_Pro_jpg.rf.MrMjgILnPbejdHlCm1fp.jpg [aug#2],2,0,0.0
WIN_20220701_17_13_50_Pro_jpg.rf.tIHlslZeNzXL2Y1XYfPx.jpg [aug#1],2,0,0.0
WIN_20220701_17_13_50_Pro_jpg.rf.tIHlslZeNzXL2Y1XYfPx.jpg [aug#2],2,0,0.0
WIN_20220701_17_14_02_Pro_jpg.rf.yGbQmFs6MBn0SZjB5IRX.jpg [aug#1],2,0,0.0
WIN_20220701_17_14_02_Pro_jpg.rf.yGbQmFs6MBn0SZjB5IRX.jpg [aug#2],2,0,0.0
WIN_20220704_12_56_12_Pro_jpg.rf.EEwOlMQmiv1jyfoZdVV6.jpg [aug#1],0,1,0.0
WIN_20220704_12_56_12_Pro_jpg.rf.EEwOlMQmiv1jyfoZdVV6.jpg [aug#2],0,4,0.0
WIN_20220704_12_56_19_Pro_jpg.rf.sXQwF1WfTAM0oZPNq7Og.jpg [aug#1],0,1,0.0
WIN_20220704_12_56_19_Pro_jpg.rf.sXQwF1WfTAM0oZPNq7Og.jpg [aug#2],0,4,0.0
WIN_20220704_12_56_25_Pro_jpg.rf.BaofbyPAFthMEneoTEj8.jpg [aug#2],0,1,0.0
WIN_20220704_12_56_31_Pro_jpg.rf.yHBzVjYdpYPpvD2cnogJ.jpg [aug#1],0,3,0.0
WIN_20220704_12_56_31_Pro_jpg.rf.yHBzVjYdpYPpvD2cnogJ.jpg [aug#2],0,2,0.0
WIN_20220704_12_58_38_Pro_jpg.rf.u38GP3SDy5MAuvmr3Ueh.jpg [aug#2],0,4,0.0
WIN_20220704_12_58_45_Pro_jpg.rf.xk2xQkziuvSRinMX1Jle.jpg [aug#1],0,1,0.0
WIN_20220704_12_58_45_Pro_jpg.rf.xk2xQkziuvSRinMX1Jle.jpg [aug#2],0,4,0.0
WIN_20220704_14_47_54_Pro_jpg.rf.vkRgn8rNqmQZl4Nxwmu1.jpg [aug#1],3,0,0.0
WIN_20220704_14_47_54_Pro_jpg.rf.vkRgn8rNqmQZl4Nxwmu1.jpg [aug#2],3,0,0.0
WIN_20220704_14_48_07_Pro_jpg.rf.TPocuvfzlS0JA5meDQ0y.jpg [aug#1],3,2,0.0
WIN_20220704_14_48_07_Pro_jpg.rf.TPocuvfzlS0JA5meDQ0y.jpg [aug#2],3,1,0.0
WIN_20220704_14_48_31_Pro_jpg.rf.oyLU0PGnKJr9FGDcDJYM.jpg [aug#2],3,0,0.0
WIN_20220704_14_49_21_Pro_jpg.rf.hZFLZolG8u6QXVNRppeL.jpg [aug#1],0;3,1,0.0
WIN_20220704_14_49_21_Pro_jpg.rf.hZFLZolG8u6QXVNRppeL.jpg [aug#2],0;3,0,0.5
WIN_20220704_14_49_28_Pro_jpg.rf.b7WfRG922aZIrKfUNJsB.jpg [aug#1],3,0,0.0
WIN_20220704_14_49_28_Pro_jpg.rf.b7WfRG922aZIrKfUNJsB.jpg [aug#2],3,0,0.0
WIN_20220704_14_49_39_Pro_jpg.rf.WPXquzHUrBorbeQqs4hO.jpg [aug#1],3;0,3,0.5
WIN_20220704_14_49_39_Pro_jpg.rf.WPXquzHUrBorbeQqs4hO.jpg [aug#2],3;0,2,0.0
WIN_20220704_14_50_22_Pro_jpg.rf.NSMqZxZQzIx2e0e73OWr.jpg [aug#1],0;3,0,0.5
WIN_20220704_14_50_22_Pro_jpg.rf.NSMqZxZQzIx2e0e73OWr.jpg [aug#2],0;3,0,0.5
WIN_20220704_15_06_08_Pro_jpg.rf.aPkjOzY3iJZka5uouU8L.jpg [aug#1],3,0,0.0
WIN_20220704_15_06_20_Pro_jpg.rf.2LDR9n3Lj9MCtlmy12tL.jpg [aug#1],3,0,0.0
WIN_20220704_15_06_20_Pro_jpg.rf.2LDR9n3Lj9MCtlmy12tL.jpg [aug#2],3,1,0.0
WIN_20220704_15_09_19_Pro_jpg.rf.PLoqPoGtwC7EG8wjzomo.jpg [aug#1],1,0,0.0
WIN_20220704_15_09_19_Pro_jpg.rf.PLoqPoGtwC7EG8wjzomo.jpg [aug#2],1,0,0.0
WIN_20220704_15_09_58_Pro_jpg.rf.dKXK4H4LTD2C34ijTMDi.jpg [aug#1],1,0,0.0
WIN_20220704_15_09_58_Pro_jpg.rf.dKXK4H4LTD2C34ijTMDi.jpg [aug#2],1,0,0.0
WIN_20220704_15_10_06_Pro_jpg.rf.41aYZSn3RRT2XEeQnOEx.jpg [aug#1],1,0,0.0
WIN_20220704_15_10_06_Pro_jpg.rf.41aYZSn3RRT2XEeQnOEx.jpg [aug#2],1,0,0.0
WIN_20220704_15_10_11_Pro_jpg.rf.rVJdZ5fJ0LA90VCn9mYH.jpg [aug#1],1,2,0.0
WIN_20220704_15_10_11_Pro_jpg.rf.rVJdZ5fJ0LA90VCn9mYH.jpg [aug#2],1,0,0.0
WIN_20220704_15_10_17_Pro_jpg.rf.TbX142BavQbcGwyDjWvl.jpg [aug#1],1,0,0.0
WIN_20220704_15_10_17_Pro_jpg.rf.TbX142BavQbcGwyDjWvl.jpg [aug#2],1,0,0.0
WIN_20220704_15_10_24_Pro_jpg.rf.bqLgOzZ2cGtEXIiYV1pn.jpg [aug#1],1,3,0.0
WIN_20220704_15_10_24_Pro_jpg.rf.bqLgOzZ2cGtEXIiYV1pn.jpg [aug#2],1,0,0.0
WIN_20220704_15_12_41_Pro_jpg.rf.EWpNCFIkAC10dFhqthTL.jpg [aug#1],3,0,0.0
WIN_20220704_15_12_41_Pro_jpg.rf.EWpNCFIkAC10dFhqthTL.jpg [aug#2],3,2,0.0
WIN_20220704_15_13_15_Pro_jpg.rf.f5l1rnDvznjwhiY2bNbb.jpg [aug#2],3,2,0.0
WIN_20220704_15_13_21_Pro_jpg.rf.8AyUiqkdgP03Zr3YmoKd.jpg [aug#2],3,0,0.0
WIN_20220704_15_14_12_Pro_jpg.rf.qIiowzPyVQfKI5igVfEO.jpg [aug#1],3,2,0.0
WIN_20220704_15_14_12_Pro_jpg.rf.qIiowzPyVQfKI5igVfEO.jpg [aug#2],3,0,0.0
WIN_20220704_15_14_19_Pro_jpg.rf.y1nQkFQLfabOaqnkQPcO.jpg [aug#1],3,1,0.0
WIN_20220704_15_17_45_Pro_jpg.rf.AWV0J8xAvE4uCZfTTKdV.jpg [aug#1],0,4,0.0
WIN_20220704_15_17_45_Pro_jpg.rf.AWV0J8xAvE4uCZfTTKdV.jpg [aug#2],0,2,0.0
WIN_20220704_15_17_51_Pro_jpg.rf.e8zkJP2MSNEWyDvAxX81.jpg [aug#1],0,2,0.0
WIN_20220704_15_17_51_Pro_jpg.rf.e8zkJP2MSNEWyDvAxX81.jpg [aug#2],0,2,0.0
WIN_20220704_15_17_57_Pro_jpg.rf.BIGRSp45MaePJ56kfE4B.jpg [aug#1],0,2,0.0
WIN_20220704_15_17_57_Pro_jpg.rf.BIGRSp45MaePJ56kfE4B.jpg [aug#2],0,2,0.0
WIN_20220704_15_19_23_Pro_jpg.rf.nDOtvw0t3gIZzPqJBDpi.jpg [aug#1],1;3,0,0.0
WIN_20220704_15_19_23_Pro_jpg.rf.nDOtvw0t3gIZzPqJBDpi.jpg [aug#2],1;3,1,0.5
WIN_20220704_15_19_30_Pro_jpg.rf.3QCHg3jHt5QXLMjXU1Dp.jpg [aug#1],1;3,3,0.5
WIN_20220704_15_19_30_Pro_jpg.rf.3QCHg3jHt5QXLMjXU1Dp.jpg [aug#2],1;3,3,0.5
WIN_20220704_15_19_38_Pro_jpg.rf.70zWVKRPS7IAfp0URA3P.jpg [aug#1],1;3,0,0.0
WIN_20220704_15_19_38_Pro_jpg.rf.70zWVKRPS7IAfp0URA3P.jpg [aug#2],1;3,1,0.5
WIN_20220704_15_21_36_Pro_jpg.rf.J1DZgGl6B9F7dkzmM2dp.jpg [aug#2],3,2,0.0
WIN_20220704_15_21_41_Pro_jpg.rf.ccyO7RJI81uOhiLt4EhG.jpg [aug#1],3,1,0.0
WIN_20220704_15_21_50_Pro_jpg.rf.I9ZZQ4JhJMQ9exYHpaKB.jpg [aug#1],3,0,0.0
WIN_20220704_15_21_50_Pro_jpg.rf.I9ZZQ4JhJMQ9exYHpaKB.jpg [aug#2],3,2,0.0
WIN_20220704_15_22_48_Pro_jpg.rf.Q0JkysMFIlRofKypVHnT.jpg [aug#1],3;1,0,0.0
WIN_20220704_15_22_48_Pro_jpg.rf.Q0JkysMFIlRofKypVHnT.jpg [aug#2],3;1,3,0.5
WIN_20220704_15_22_55_Pro_jpg.rf.J9XnUfgltJYVCEQrUcyI.jpg [aug#1],3;1,0,0.0
WIN_20220704_15_22_55_Pro_jpg.rf.J9XnUfgltJYVCEQrUcyI.jpg [aug#2],3;1,0,0.0
WIN_20220704_15_23_07_Pro_jpg.rf.HQF8MMdU4ASbgGfRc8Y6.jpg [aug#1],3;1,0,0.0
WIN_20220704_15_23_07_Pro_jpg.rf.HQF8MMdU4ASbgGfRc8Y6.jpg [aug#2],3;1,0,0.0
WIN_20220704_15_23_43_Pro_jpg.rf.hBuWFm0PUAMMERTcTBNw.jpg [aug#2],3,0,0.0
WIN_20220704_15_23_47_Pro_jpg.rf.eNXdyAl2nRsIpgSZ0cf7.jpg [aug#2],3,2,0.0
WIN_20220704_15_24_25_Pro_jpg.rf.3InXRtNdIwIxLRFcDoyP.jpg [aug#1],3;1,3,0.5
WIN_20220704_15_24_25_Pro_jpg.rf.3InXRtNdIwIxLRFcDoyP.jpg [aug#2],3;1,3,0.5
WIN_20220704_15_24_28_Pro_jpg.rf.Ogek151tAFnupSJwNCoF.jpg [aug#1],3;1,2,0.0
WIN_20220704_15_24_28_Pro_jpg.rf.Ogek151tAFnupSJwNCoF.jpg [aug#2],3;1,0,0.0
WIN_20220704_15_24_35_Pro_jpg.rf.00d0iGlqH18d8NPtNcWk.jpg [aug#1],1,0,0.0
WIN_20220704_15_24_35_Pro_jpg.rf.00d0iGlqH18d8NPtNcWk.jpg [aug#2],1,2,0.0
WIN_20220704_15_25_19_Pro_jpg.rf.d6uXGsEQsSbVFDuVM4kF.jpg [aug#2],0,2,0.0
WIN_20220704_15_25_23_Pro_jpg.rf.B83DW3zN90sjSX986nwj.jpg [aug#1],0,1,0.0
WIN_20220704_15_25_23_Pro_jpg.rf.B83DW3zN90sjSX986nwj.jpg [aug#2],0,1,0.0
WIN_20220704_15_25_29_Pro_jpg.rf.y4ZCFI56cKpLHv3WOQ7N.jpg [aug#1],0,1,0.0
WIN_20220704_15_25_29_Pro_jpg.rf.y4ZCFI56cKpLHv3WOQ7N.jpg [aug#2],0,1,0.0
WIN_20220704_15_25_36_Pro_jpg.rf.u4frTO8lOdrULSCBztf0.jpg [aug#2],0,2,0.0
WIN_20220704_15_25_58_Pro_jpg.rf.IkVAX1C0STEsNS78fIEK.jpg [aug#1],3,0,0.0
WIN_20220704_15_25_58_Pro_jpg.rf.IkVAX1C0STEsNS78fIEK.jpg [aug#2],3,1,0.0
WIN_20220704_15_26_03_Pro_jpg.rf.oajc6fHxJxaqV4inhQFL.jpg [aug#1],3,0,0.0
WIN_20220704_15_26_03_Pro_jpg.rf.oajc6fHxJxaqV4inhQFL.jpg [aug#2],3,0,0.0
WIN_20220704_15_26_07_Pro_jpg.rf.COffjyJDHnw5WD6BBtfi.jpg [aug#1],3,0,0.0
WIN_20220704_15_26_25_Pro_jpg.rf.OnZWe6EU2CcRUKaCnh1i.jpg [aug#1],3;1,0,0.0
WIN_20220704_15_26_25_Pro_jpg.rf.OnZWe6EU2CcRUKaCnh1i.jpg [aug#2],3;1,0,0.0
WIN_20220704_15_26_30_Pro_jpg.rf.9GRjsGAulwjKxTyetk3v.jpg [aug#1],1;3,3,0.5
WIN_20220704_15_26_30_Pro_jpg.rf.9GRjsGAulwjKxTyetk3v.jpg [aug#2],1;3,3,0.5
WIN_20220704_15_26_35_Pro_jpg.rf.Q40Kml79b5nWCzcpT88O.jpg [aug#1],1;3,3,0.5
WIN_20220704_15_26_35_Pro_jpg.rf.Q40Kml79b5nWCzcpT88O.jpg [aug#2],1;3,0,0.0
WIN_20220704_15_27_24_Pro_jpg.rf.ywbjrhK0iV6lp70CTs9p.jpg [aug#2],3,2,0.0
WIN_20220704_15_27_44_Pro_jpg.rf.S9Rsc3my3SCUlcrOosjM.jpg [aug#1],3,0,0.0
WIN_20220704_15_28_03_Pro_jpg.rf.tuXW0ybhwwK29sk4SIMS.jpg [aug#1],3,0,0.0
WIN_20220704_15_28_03_Pro_jpg.rf.tuXW0ybhwwK29sk4SIMS.jpg [aug#2],3,0,0.0
WIN_20220704_15_28_08_Pro_jpg.rf.LmdwcGTJJ1jjhGA6Vu6u.jpg [aug#1],3,0,0.0
WIN_20220704_15_28_08_Pro_jpg.rf.LmdwcGTJJ1jjhGA6Vu6u.jpg [aug#2],3,2,0.0
WIN_20220704_15_28_14_Pro_jpg.rf.VAzKXMTFlg5nESJlfE9F.jpg [aug#2],3,0,0.0
WIN_20220704_15_32_42_Pro_jpg.rf.hJilPvLpc95ffkDIIrap.jpg [aug#2],3,2,0.0
WIN_20220704_15_32_47_Pro_jpg.rf.djYaZHIT2q2egY8p7Cn6.jpg [aug#1],3,2,0.0
WIN_20220704_15_33_21_Pro_jpg.rf.a5ki3lWxSA1LRVLALcnh.jpg [aug#1],3;1,4,0.0
WIN_20220704_15_33_21_Pro_jpg.rf.a5ki3lWxSA1LRVLALcnh.jpg [aug#2],3;1,4,0.0
WIN_20220704_15_33_26_Pro_jpg.rf.FV4PQYKOL3QN41Pwudqm.jpg [aug#1],3;1,2,0.0
WIN_20220704_15_33_26_Pro_jpg.rf.FV4PQYKOL3QN41Pwudqm.jpg [aug#2],3;1,3,0.5
WIN_20220704_15_33_31_Pro_jpg.rf.CKVtEYoeSKDsW2SdcS01.jpg [aug#1],1;3,2,0.0
WIN_20220704_15_33_31_Pro_jpg.rf.CKVtEYoeSKDsW2SdcS01.jpg [aug#2],1;3,2,0.0
WIN_20220704_15_34_05_Pro_jpg.rf.1omrC9AqAxxVHrYWZ2sb.jpg [aug#1],1,2,0.0
WIN_20220704_15_34_05_Pro_jpg.rf.1omrC9AqAxxVHrYWZ2sb.jpg [aug#2],1,0,0.0
WIN_20220704_15_34_11_Pro_jpg.rf.yFxcYmwfolXZg4W6HfWs.jpg [aug#1],1,0,0.0
WIN_20220704_15_34_11_Pro_jpg.rf.yFxcYmwfolXZg4W6HfWs.jpg [aug#2],1,0,0.0
WIN_20220704_15_34_15_Pro_jpg.rf.rkravPDz7wdIuRoYevY6.jpg [aug#1],1,0,0.0
WIN_20220704_15_34_15_Pro_jpg.rf.rkravPDz7wdIuRoYevY6.jpg [aug#2],1,0,0.0
WIN_20220704_15_34_46_Pro_jpg.rf.pztFVkD1EuybwTxZBA2c.jpg [aug#1],0,1,0.0
WIN_20220704_15_34_55_Pro_jpg.rf.iVfcwgWgFmlZAQbZOh8J.jpg [aug#1],0,1,0.0
WIN_20220704_15_35_11_Pro_jpg.rf.PkcVq0DE8HwwTNEE0bT9.jpg [aug#1],0,3,0.0
WIN_20220704_15_35_11_Pro_jpg.rf.PkcVq0DE8HwwTNEE0bT9.jpg [aug#2],0,1,0.0
WIN_20220704_15_36_04_Pro_jpg.rf.Gucyqi0BtzJ1jXggruYW.jpg [aug#2],0,1,0.0
WIN_20220704_15_36_17_Pro_jpg.rf.elPwqWHFbu3joUlGHpT7.jpg [aug#2],0,3,0.0
WIN_20220704_15_44_38_Pro_jpg.rf.2JtbWQd6jVsDSKFPEpnS.jpg [aug#2],2,3,0.0
WIN_20220704_15_44_42_Pro_jpg.rf.bVQHTUMkZfBaktNCAyMT.jpg [aug#2],2,0,0.0
WIN_20220704_15_45_42_Pro_jpg.rf.rb3vhR6F9yJkj0bMA6zP.jpg [aug#1],2,3,0.0
WIN_20220704_15_45_42_Pro_jpg.rf.rb3vhR6F9yJkj0bMA6zP.jpg [aug#2],2,0,0.0
WIN_20220704_15_45_45_Pro_jpg.rf.5DLlo6hA1pVaTMNrESml.jpg [aug#1],2,3,0.0
WIN_20220704_15_45_45_Pro_jpg.rf.5DLlo6hA1pVaTMNrESml.jpg [aug#2],2,0,0.0
WIN_20220704_15_48_20_Pro_jpg.rf.Mz8SXcgsRfDtEtmA4YaY.jpg [aug#2],2,3,0.0
WIN_20220704_15_48_24_Pro_jpg.rf.NN1MCvjj9e7nWEnvan1n.jpg [aug#2],2,0,0.0
WIN_20220704_15_49_05_Pro_jpg.rf.gJ4jSHB8Df2NLvh7QX0m.jpg [aug#1],2,0,0.0
WIN_20220704_15_49_05_Pro_jpg.rf.gJ4jSHB8Df2NLvh7QX0m.jpg [aug#2],2,1,0.0
WIN_20220704_15_49_40_Pro_jpg.rf.a8kkGIzdVpTSeDZzkniv.jpg [aug#1],2,0,0.0
WIN_20220704_15_49_40_Pro_jpg.rf.a8kkGIzdVpTSeDZzkniv.jpg [aug#2],2,0,0.0
WIN_20220704_15_49_45_Pro_jpg.rf.iEp4ctbpy1qGcjMsJh8E.jpg [aug#1],2,0,0.0
WIN_20220704_15_49_45_Pro_jpg.rf.iEp4ctbpy1qGcjMsJh8E.jpg [aug#2],2,3,0.0
WIN_20220704_15_49_52_Pro_jpg.rf.Bl4M2kt1xkGzzwZZb9DA.jpg [aug#1],2,3,0.0
WIN_20220704_15_51_07_Pro_jpg.rf.1nAnGlhUaDq7L0riv2Wu.jpg [aug#2],2,3,0.0
WIN_20220704_15_51_11_Pro_jpg.rf.95V68BMpuT5fZ0JXPaIj.jpg [aug#1],2,0,0.0
WIN_20220704_15_51_16_Pro_jpg.rf.Qh4VgEkxgNIIZ20yJBGJ.jpg [aug#1],2,0,0.0
WIN_20220704_15_51_16_Pro_jpg.rf.Qh4VgEkxgNIIZ20yJBGJ.jpg [aug#2],2,0,0.0
WIN_20220704_15_51_36_Pro_jpg.rf.ezAHunvvV6i2JYiMrX7H.jpg [aug#1],2,0,0.0
WIN_20220704_15_51_40_Pro_jpg.rf.2UUFDeRnIJfYWTIP7C9O.jpg [aug#2],2,3,0.0
WIN_20220704_15_51_59_Pro_jpg.rf.EbnxSaj69LSAIsAVBSFd.jpg [aug#1],2,3,0.0
WIN_20220704_15_51_59_Pro_jpg.rf.EbnxSaj69LSAIsAVBSFd.jpg [aug#2],2,3,0.0
WIN_20220704_15_52_04_Pro_jpg.rf.c4ypT4Afzvet8ARboRu6.jpg [aug#1],2,3,0.0
WIN_20220704_15_52_04_Pro_jpg.rf.c4ypT4Afzvet8ARboRu6.jpg [aug#2],2,0,0.0
WIN_20220704_15_55_09_Pro_jpg.rf.XPdg4M2cXMaA4YzVW9gb.jpg [aug#2],2,0,0.0
WIN_20220704_15_55_13_Pro_jpg.rf.E1S3h0jUCFqLCJmrxAgh.jpg [aug#1],2,0,0.0
WIN_20220704_15_55_13_Pro_jpg.rf.E1S3h0jUCFqLCJmrxAgh.jpg [aug#2],2,0,0.0
WIN_20220704_15_55_27_Pro_jpg.rf.HYevELbotkKSnODVwLlQ.jpg [aug#1],2,3,0.0
WIN_20220704_15_55_27_Pro_jpg.rf.HYevELbotkKSnODVwLlQ.jpg [aug#2],2,0,0.0
WIN_20220704_15_55_32_Pro_jpg.rf.LWKGfaQO1UsnpqYeA0px.jpg [aug#1],2,0,0.0
WIN_20220704_15_55_36_Pro_jpg.rf.eI8NrC8R7djeDiurJtWD.jpg [aug#2],2,3,0.0
WIN_20220704_15_56_05_Pro_jpg.rf.1Vi02jrs9IDoQI3dtT94.jpg [aug#1],2,0,0.0
WIN_20220704_15_56_05_Pro_jpg.rf.1Vi02jrs9IDoQI3dtT94.jpg [aug#2],2,0,0.0
WIN_20220704_15_56_09_Pro_jpg.rf.4LwncnE3ZPCJRppWttfx.jpg [aug#1],2,0,0.0
WIN_20220704_15_56_09_Pro_jpg.rf.4LwncnE3ZPCJRppWttfx.jpg [aug#2],2,0,0.0
WIN_20220704_15_56_14_Pro_jpg.rf.3Zy8HL4Py9xNYkN0S044.jpg [aug#2],2,3,0.0
WIN_20220704_15_57_58_Pro_jpg.rf.egn3sgUuqzw9KSYz3fjL.jpg [aug#2],2,3,0.0
WIN_20220704_15_58_02_Pro_jpg.rf.Vq1aCVrqkVHFBXjXz16p.jpg [aug#2],2,3,0.0
WIN_20220704_15_58_22_Pro_jpg.rf.35CMMayyT7cihOJEucLT.jpg [aug#1],2,1,0.0
WIN_20220704_15_58_22_Pro_jpg.rf.35CMMayyT7cihOJEucLT.jpg [aug#2],2,0,0.0
WIN_20220704_16_01_19_Pro_jpg.rf.EBtD4LfVMMDTUop5efYD.jpg [aug#1],2,0,0.0
WIN_20220704_16_01_23_Pro_jpg.rf.Ae7rFJmFcqn5HeoYfdDb.jpg [aug#1],2,0,0.0
WIN_20220704_16_01_29_Pro_jpg.rf.UDVbFGg3QN9RqLXpiBJy.jpg [aug#2],2,3,0.0
WIN_20220704_16_01_44_Pro_jpg.rf.WxieRbV4RRzEEcNmsREn.jpg [aug#1],2,0,0.0
WIN_20220704_16_01_51_Pro_jpg.rf.rH04LSvkhsJLcVXQGnfY.jpg [aug#2],2,3,0.0
WIN_20220704_16_02_10_Pro_jpg.rf.Va4U8dsuq5XV3uIbj8fJ.jpg [aug#2],2,0,0.0
WIN_20220704_16_02_13_Pro_jpg.rf.dEzFA7qJ9g9OxhoDYouJ.jpg [aug#1],2,3,0.0
WIN_20220704_16_02_18_Pro_jpg.rf.KGFeQK9FIYJIuaPeiUw5.jpg [aug#2],2,0,0.0
WIN_20220704_16_02_48_Pro_jpg.rf.4EU7XJko4WnTEzWsFQqi.jpg [aug#1],2,0,0.0
WIN_20220704_16_02_52_Pro_jpg.rf.t9FUFa6hkRLV3t3f6zvc.jpg [aug#1],2,4,0.0
WIN_20220704_16_02_52_Pro_jpg.rf.t9FUFa6hkRLV3t3f6zvc.jpg [aug#2],2,3,0.0
WIN_20220704_16_02_56_Pro_jpg.rf.Pr5tabp5dhzRwzYRiqem.jpg [aug#1],2,3,0.0
WIN_20220704_16_03_24_Pro_jpg.rf.Cb521MfeZbdMMiO071L2.jpg [aug#2],2,0,0.0
WIN_20220704_16_03_58_Pro_jpg.rf.zGkn6zX4obPsVMfx8ugX.jpg [aug#1],2,3,0.0
WIN_20220704_16_03_58_Pro_jpg.rf.zGkn6zX4obPsVMfx8ugX.jpg [aug#2],2,0,0.0
